City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
461964,Zuyevka,42,RU,1631418527,80,58.405,58.405,44.56,6.8
2659994,Lausanne,9,CH,1631418528,88,46.516,46.516,62.53,3.02
3061344,Znojmo,59,CZ,1631418530,83,48.8555,48.8555,61.11,2.39
4793846,Williamsburg,1,US,1631418531,85,37.2707,37.2707,69.75,5.75
3465661,Congonhinhas,41,BR,1631418532,79,-23.5511,-23.5511,63.82,3.51
4635031,La Vergne,1,US,1631418534,87,36.0156,36.0156,71.02,3.44
3461341,Inácio Martins,70,BR,1631418535,96,-25.5167,-25.5167,56.97,1.81
3164179,Villanova Mondovì,6,IT,1631418536,71,44.3469,44.3469,66.52,3.27
124620,Masjed Soleymān,0,IR,1631418537,13,31.9364,31.9364,92.28,2.1
5576882,Estes Park,65,US,1631418539,47,40.3772,40.3772,68.04,1.01
1266366,Kohima,79,IN,1631418540,48,25.6667,25.6667,72.37,1.12
3523141,Colipa,94,MX,1631418540,88,19.9233,19.9233,72.88,6.02
3664243,Feijó,65,BR,1631418541,79,-8.1642,-8.1642,75.94,1.88
4838652,Milford,1,US,1631418542,81,41.2223,41.2223,73.44,1.01
1606040,Sung Noen,100,TH,1631418543,77,14.8992,14.8992,80.74,13.18
4501306,Collingswood,20,US,1631418544,78,39.9182,39.9182,69.71,1.01
3166399,Soncino,2,IT,1631418544,79,45.4001,45.4001,69.82,2.21
4893392,Galesburg,95,US,1631418546,76,40.9478,40.9478,78.12,4
2895284,Jahnsdorf,92,DE,1631418547,92,50.75,50.75,60.19,4.16
3178874,Chianciano Terme,4,IT,1631418548,77,43.0439,43.0439,60.35,1.95
4559077,Lansdowne,20,US,1631418549,76,39.9382,39.9382,69.42,6.91
3448828,São Joaquim,1,BR,1631418550,87,-28.2939,-28.2939,45.73,3.33
3985797,San Julián,42,MX,1631418552,81,21.0167,21.0167,55.42,6.42
3453712,Pintadas,1,BR,1631418553,95,-11.8125,-11.8125,67.1,5.88
1213547,Tanjungbalai,100,ID,1631418539,91,2.9667,2.9667,78.1,3.98
2065594,Mount Isa,37,AU,1631418555,13,-20.7333,-20.7333,92.97,10.36
2836390,Schöppingen,100,DE,1631418556,92,52.1,52.1,62.22,8.48
3467908,Campestre,65,BR,1631418557,81,-21.7111,-21.7111,62.53,3.33
4781708,Richmond,1,US,1631418559,84,37.5538,37.5538,68.29,5.75
2892080,Kaufbeuren,13,DE,1631418560,100,47.8833,47.8833,56.17,2.3
5146256,Austintown,75,US,1631418561,76,41.1017,41.1017,71.29,1.01
1791673,Weihai,28,CN,1631418562,87,37.5017,37.5017,75.38,13.78
3430946,Maipú,100,AR,1631418562,96,-36.8627,-36.8627,52.43,13.2
3441481,Nueva Palmira,100,UY,1631418564,85,-33.8833,-33.8833,57.07,12.62
3461628,Ibaiti,53,BR,1631418565,85,-23.8486,-23.8486,60.26,3.24
463217,Zherdevka,100,RU,1631418567,76,51.8486,51.8486,63.01,4.07
721428,Derecske,27,HU,1631418568,87,47.35,47.35,55.85,0
2123614,Makarov,100,RU,1631418569,84,48.6333,48.6333,55.8,19.39
1723481,Buenavista,100,PH,1631418570,76,8.9769,8.9769,81.73,7.23
1727326,Bangar,100,PH,1631418570,84,16.8936,16.8936,81.57,8.39
5392967,Santa Barbara,1,US,1631418570,84,34.7333,34.7333,67.82,0
3036359,Aubignan,0,FR,1631418571,79,44.0994,44.0994,62.92,3.44
5281166,Castleton,4,US,1631418572,90,43.6106,43.6106,64.72,6.35
2870482,Mittenwald,5,DE,1631418573,97,47.4422,47.4422,53.26,3.53
2794064,Kortessem,74,BE,1631418575,88,50.8579,50.8579,58.64,5.93
707292,Izium,77,UA,1631418576,55,49.1914,49.1914,60.94,5.06
1861416,Ishigaki,75,JP,1631418291,83,24.3448,24.3448,82.53,32.21
6697994,Targoviste,2,RO,1631418578,97,44.9214,44.9214,57.02,4.68
3172614,Morciano di Romagna,49,IT,1631418579,73,43.9141,43.9141,66.7,3.44
2982851,Roquemaure,0,FR,1631418580,78,44.0494,44.0494,63.45,3.44
616330,Odzun,98,AM,1631418582,75,41.0532,41.0532,59.25,1.16
3029973,Arrondissement de Brive-la-Gaillarde,77,FR,1631418583,58,45.25,45.25,55.83,2.24
3517993,San Pedro Ixcatlán,100,MX,1631418585,88,18.15,18.15,76.15,4.09
3180937,Camponogara,6,IT,1631418586,88,45.385,45.385,65.88,3.96
6176823,Waterloo,90,CA,1631418587,68,43.4668,43.4668,72.28,14.97
2876144,Lohra,65,DE,1631418588,94,50.7333,50.7333,59.34,2.8
5799587,Kenmore,90,US,1631418589,76,47.7573,47.7573,69.03,3
758282,Stary Sącz,18,PL,1631418590,70,49.5636,49.5636,62.83,3.47
4235193,Carbondale,1,US,1631418591,75,37.7273,37.7273,73.83,9.22
664539,Tufeşti,0,RO,1631418593,49,45.05,45.05,60.22,7.63
4955993,Winthrop,0,US,1631418594,81,42.3751,42.3751,66.45,4
2649083,Freckleton,100,GB,1631418595,3,53.7543,53.7543,60.82,7.07
4535389,Duncan,1,US,1631418597,54,34.5023,34.5023,76.89,8.05
6537803,Aci Sant'Antonio,40,IT,1631418598,86,37.6062,37.6062,69.01,5.75
3391895,Pirpirituba,62,BR,1631418599,88,-6.78,-6.78,71.73,5.48
519447,Novaya Usman',100,RU,1631418600,69,51.6418,51.6418,61.41,4.12
3021372,Dijon,0,FR,1631418602,94,47.3167,47.3167,55.31,5.75
2994497,Menton,6,FR,1631418603,70,43.7765,43.7765,72.54,4.16
2520955,Bigastro,0,ES,1631418604,85,38.0624,38.0624,73.92,1.01
2950159,Berlin,0,DE,1631418575,93,52.5244,52.5244,62.94,4
2034834,Shuangcheng,0,CN,1631418606,59,45.35,45.35,64.08,5.14
522945,Neftegorsk,7,RU,1631418606,57,52.802,52.802,52.18,5.99
3011988,Juvisy-sur-Orge,0,FR,1631418608,85,48.6833,48.6833,59.54,2.3
2644667,Evington,99,GB,1631418609,90,52.6215,52.6215,58.21,4.9
1655199,Thakhek,100,LA,1631418610,68,17.4103,17.4103,86.11,3.76
2660086,Küttigen,7,CH,1631418610,93,47.4167,47.4167,60.28,1.23
2639265,Rochford,0,GB,1631418612,85,51.582,51.582,58.84,3.44
3981885,Tequila,53,MX,1631418613,73,20.8833,20.8833,67.62,2.91
3385088,Vigia,7,BR,1631418614,88,-0.8583,-0.8583,77.05,8.86
2812655,Weikersheim,90,DE,1631418616,100,49.4806,49.4806,59.83,3.44
4012593,Creel,4,MX,1631418617,56,27.75,27.75,55.11,6.11
1798403,Qabqa,48,CN,1631418618,41,36.2814,36.2814,67.15,9.51
2610343,Vestmanna,75,FO,1631418618,100,62.1564,62.1564,49.12,1.14
2934635,Dummerstorf,75,DE,1631418620,94,54.0167,54.0167,63.63,5.75
1259686,Pīlibhīt,94,IN,1631418621,81,28.6333,28.6333,82,6.44
6184365,Woodstock,68,CA,1631418621,78,43.1334,43.1334,72.63,18.72
4075977,Midfield,1,US,1631418622,82,33.4615,33.4615,73.76,4.61
3169213,Robbiate,6,IT,1631418623,77,45.6915,45.6915,67.62,1.99
2538099,Ghouazi,26,MA,1631418624,54,34.4774,34.4774,72.07,0.74
2518794,Dos Hermanas,20,ES,1631418626,85,37.2829,37.2829,71.65,1.99
2633399,Yaxley,99,GB,1631418627,80,52.5177,52.5177,57.85,4.65
1683881,Talisay City,75,PH,1631418628,66,10.2447,10.2447,87.82,3.44
2637298,Southwater,0,GB,1631418628,66,51.0237,51.0237,56.75,3.44
3435375,Ciudad Evita,75,AR,1631418630,90,-34.723,-34.723,59.05,16.11
3456111,Nova Trento,66,BR,1631418632,95,-27.2858,-27.2858,65.91,0.63
3583065,Tacuba,100,SV,1631418633,93,13.9011,13.9011,69.44,3.18
1807361,Huanglongsi,0,CN,1631418634,63,34.7442,34.7442,86.9,4.99
3393264,Palmares,72,BR,1631418635,98,-8.6833,-8.6833,70.07,3.53
2995563,Maromme,20,FR,1631418636,100,49.4793,49.4793,58.6,0
4938757,Hampshire,1,US,1631418638,92,42.3334,42.3334,64.81,4.61
2505572,Tazoult,2,DZ,1631418639,61,35.486,35.486,56.59,1.41
4074277,Madison,1,US,1631418640,86,34.7334,34.7334,70.74,3.44
2886242,Cologne,40,DE,1631418641,93,50.9333,50.9333,61.2,2.3
4847226,Asbury,1,US,1631418643,76,42.5144,42.5144,75.78,1.01
4204230,La Grange,1,US,1631418644,94,33.0393,33.0393,71.53,0
3195883,Makole,24,SI,1631418645,89,46.3172,46.3172,57.45,2.3
2644726,Leatherhead,0,GB,1631418646,89,51.2959,51.2959,56.62,3.44
3455061,Paranapanema,60,BR,1631418648,71,-23.3886,-23.3886,66.25,4.85
2953197,Baiersbronn,10,DE,1631418650,94,48.5,48.5,50.09,0.69
2968771,Villefontaine,0,FR,1631418651,94,45.6125,45.6125,59.95,1.14
5133668,Rensselaer,16,US,1631418652,82,42.7168,42.7168,59.7,7.45
1712600,Gubat,99,PH,1631418653,68,12.9206,12.9206,86.38,7.49
3181550,Brixen,60,IT,1631418654,92,46.715,46.715,59.18,2.57
3595069,Jutiapa,100,GT,1631418655,97,14.2833,14.2833,67.5,1.7
1509852,Bogotol,100,RU,1631418656,75,56.2078,56.2078,55.53,14.5
1607617,Ban Hua Saphan,100,TH,1631418658,73,15.8753,15.8753,84.07,10.63
5502015,Cold Springs,1,US,1631418658,36,39.6802,39.6802,76.48,9.22
2744118,Zaandam,75,NL,1631418659,93,52.4385,52.4385,61,3
3467538,Candiota,4,BR,1631418661,99,-31.5581,-31.5581,53.19,10.11
2066066,Mitcham,75,AU,1631418662,71,-34.9833,-34.9833,51.3,8.99
726727,Strazhitsa,8,BG,1631418663,49,43.2333,43.2333,46.2,0.27
5197673,Lehighton,1,US,1631418664,89,40.8337,40.8337,64.76,1.01
3396786,Lagoa do Carro,37,BR,1631418665,96,-7.8447,-7.8447,75.52,2.57
89824,Umm Qaşr,0,IQ,1631418667,24,30.0405,30.0405,80.47,11.79
2929649,Ergoldsbach,21,DE,1631418668,95,48.6833,48.6833,57.56,4
3460174,Janaúba,1,BR,1631418669,33,-15.8025,-15.8025,73.2,5.75
1690039,San Fernando,100,PH,1631418599,92,15.0286,15.0286,80.69,4.76
6357155,Pedro Muñoz,2,ES,1631418672,47,39.4041,39.4041,67.42,4.52
2034786,Shuangyashan,100,CN,1631418457,82,46.6361,46.6361,57.63,7.02
5039675,Northfield,1,US,1631418673,69,44.4583,44.4583,69.48,4.61
3157799,Farsund,99,NO,1631418674,91,58.0948,58.0948,60.94,12.17
3189166,Temerin,0,RS,1631418675,45,45.4086,45.4086,62.22,1.68
2950882,Berching,54,DE,1631418677,99,49.1044,49.1044,59.9,2.01
2037658,Dongfeng,42,CN,1631418678,57,42.6403,42.6403,63.46,5.57
133595,Evaz,0,IR,1631418678,28,27.7625,27.7625,71.46,2.75
3516050,Temascalapa,88,MX,1631418680,86,19.8333,19.8333,55.17,5.66
184745,Nairobi,75,KE,1631418681,85,-1.2833,-1.2833,58.96,0
5106877,Alden,22,US,1631418682,66,42.9001,42.9001,72.39,1.99
673441,Miercurea-Ciuc,53,RO,1631418451,66,46.35,46.35,50.4,2.77
4947607,Plymouth,1,US,1631418510,82,41.8334,41.8334,68.72,5.75
1804775,Lanyi,17,CN,1631418684,31,38.7198,38.7198,77.54,13.82
1816670,Beijing,100,CN,1631418621,91,39.9075,39.9075,75.09,4.83
2945051,Bräunlingen,27,DE,1631418684,76,47.9333,47.9333,55.94,1.25
6445065,Saint-Zacharie,8,FR,1631418685,68,43.3833,43.3833,66.27,3.65
3446866,Tapiramutá,14,BR,1631418687,99,-11.8472,-11.8472,60.51,4.5
1268295,Kalyān,100,IN,1631418491,85,19.25,19.25,82.35,9.69
5854189,Waianae,20,US,1631418688,51,21.4434,21.4434,85.95,9.22
3671916,Popayán,95,CO,1631418690,93,2.4382,2.4382,57.42,3.24
2374588,Buba,100,GW,1631418691,95,11.5833,11.5833,74.55,2.73
2989877,Noyon,95,FR,1631418693,87,49.5833,49.5833,56.8,3.04
924055,Salima,20,MW,1631418694,67,-13.7804,-13.7804,68.31,10.63
5197085,Lancaster,1,US,1631418696,85,40.2504,40.2504,66.27,5.75
2915511,Großheubach,15,DE,1631418697,95,49.7272,49.7272,61.03,1.01
1272842,Dharmavaram,64,IN,1631418698,56,14.4333,14.4333,83.93,22.41
3402229,Chapadinha,35,BR,1631418698,90,-3.7417,-3.7417,75.24,4.27
6541409,Marcianise,0,IT,1631418700,68,41.0322,41.0322,71.65,1.14
3175772,Grottaminarda,8,IT,1631418701,81,41.0697,41.0697,66.58,2.19
2535477,Sidi Bousber,18,MA,1631418702,55,34.5628,34.5628,70.68,0.92
2457161,Gao,73,ML,1631418704,29,16.6362,16.6362,90.36,5.14
5333282,Cameron Park,36,US,1631418705,45,38.6688,38.6688,80.83,3.71
4236895,Decatur,1,US,1631418706,73,39.8403,39.8403,76.75,16.11
3172941,Montefalco,1,IT,1631418707,76,42.8908,42.8908,64.4,3.53
3059796,Ilava,6,SK,1631418709,72,48.9977,48.9977,57.63,3.09
2945358,Brandenburg,99,DE,1631418710,95,52.4167,52.4167,62.87,6.98
6940394,Fujimino,100,JP,1631418711,69,35.8763,35.8763,80.26,3.47
360761,Al Mansurah,0,EG,1631418712,83,31.0364,31.0364,67.12,3.85
5777224,Lehi,70,US,1631418713,59,40.3916,40.3916,69.85,1.01
6109273,Ponoka,33,CA,1631418714,94,52.6768,52.6768,56.05,10.25
1785003,Zhangjiazhuang,0,CN,1631418715,41,39.2633,39.2633,79.86,11.7
5131638,Plainview,1,US,1631418715,80,40.7765,40.7765,71.08,12.66
567006,Davlekanovo,100,RU,1631418716,55,54.2215,54.2215,42.82,9.71
3397893,Itacoatiara,45,BR,1631418717,81,-3.1431,-3.1431,75.65,1.61
3588491,Taxisco,100,GT,1631418719,91,14.0708,14.0708,79.14,3.09
2077454,Australind,2,AU,1631418720,50,-33.2667,-33.2667,59.05,5.23
2792034,Lubbeek,81,BE,1631418720,91,50.8828,50.8828,56.34,6.91
3060219,Galanta,23,SK,1631418722,58,48.19,48.19,58.15,4.59
2823360,Teublitz,75,DE,1631418724,94,49.2231,49.2231,57.81,0
2278889,Barclayville,100,LR,1631418725,88,4.6797,4.6797,77.36,4.16
3205535,Höhenkirchen-Siegertsbrunn,5,DE,1631418727,95,48.0193,48.0193,55.81,2.51
3689570,Arjona,83,CO,1631418728,88,10.2544,10.2544,81.66,3.51
5053485,Wright,1,US,1631418729,61,45.1833,45.1833,69.1,4
4423395,D'Iberville,1,US,1631418730,88,30.4263,30.4263,75.25,4.61
4939549,Hingham,0,US,1631418731,87,42.2418,42.2418,67.05,1.99
3451383,Ribeira do Pombal,72,BR,1631418732,99,-10.8344,-10.8344,66.61,3.56
2641598,Newport,90,GB,1631418734,90,51.5877,51.5877,56.68,3.85
4167003,Opa-locka,1,US,1631418735,71,25.9023,25.9023,84.99,4.61
5019767,Burnsville,75,US,1631418736,65,44.7677,44.7677,69.26,1.01
2529313,Taza,7,MA,1631418737,39,34.25,34.25,73.83,0.81
2952633,Bargteheide,100,DE,1631418739,95,53.7333,53.7333,63.91,1.01
691497,Tlumach,100,UA,1631418740,64,48.864,48.864,55.33,1.32
3982548,Tancítaro,67,MX,1631418742,84,19.3333,19.3333,56.46,4.05
4005492,Guadalupe,1,MX,1631418743,64,25.6833,25.6833,83.35,9.22
2284647,Man,98,CI,1631418737,96,7.4125,7.4125,69.46,2.37
2878351,Leun,71,DE,1631418745,97,50.5513,50.5513,60.06,2.37
5327684,Berkeley,20,US,1631418746,82,37.8716,37.8716,72.09,1.99
3166374,Sorbolo,1,IT,1631418748,70,44.8482,44.8482,66.96,0.78
731882,Dryanovo,7,BG,1631418749,47,42.979,42.979,53.83,3.29
1691906,Ramos,100,PH,1631418750,96,15.6833,15.6833,77.11,8.08
5022134,Cottage Grove,1,US,1631418751,64,44.8277,44.8277,69.76,4.61
644450,Nokia,90,FI,1631418752,98,61.4667,61.4667,57.56,6.91
3175494,Inveruno,0,IT,1631418753,85,45.5108,45.5108,68.94,6.91
6362287,Tordesillas,16,ES,1631418754,52,41.5103,41.5103,53.55,5.14
689736,Vesele,100,UA,1631418755,40,47.0148,47.0148,64.58,5.86
3023955,Condé-sur-l'Escaut,51,FR,1631418757,97,50.4544,50.4544,56.89,6.67
4462716,Cumberland,1,US,1631418759,84,35.0502,35.0502,69.28,0
5356576,Hesperia,0,US,1631418760,35,34.4264,34.4264,79.74,11.01
3033685,Bellegarde-sur-Valserine,17,FR,1631418761,97,46.1079,46.1079,56.44,2.37
2863401,Niedergörsdorf,99,DE,1631418762,97,51.9833,51.9833,62.31,6.02
6539671,Albenga,0,IT,1631418763,69,44.0529,44.0529,73.65,3
2647383,Harwich,98,GB,1631418764,83,51.9419,51.9419,59,4
3929631,San Isidro,90,PE,1631418766,93,-12.1167,-12.1167,58.59,13.8
3671540,Puerto Berrío,99,CO,1631418767,93,6.4916,6.4916,75.96,1.16
2743698,Lekkerkerk,90,NL,1631418769,91,51.8969,51.8969,61.02,1.01
2317285,Basankusu,94,CD,1631418770,100,1.221,1.221,68.41,3.24
3860199,Coronel Dorrego,100,AR,1631418772,82,-38.7187,-38.7187,56.75,22.35
2562744,Mellieħa,20,MT,1631418773,76,35.9564,35.9564,74.77,10.36
656789,Ikaalinen,100,FI,1631418775,99,61.7695,61.7695,57.78,4.29
1269771,Imphal,84,IN,1631418773,64,24.8167,24.8167,83.26,2.33
4335963,Old Jefferson,26,US,1631418777,84,30.3827,30.3827,73.92,5.39
